filename,Numeral,Intonation,Speaker
06696.wav,4,bored,115
06697.wav,1000,bored,90
06698.wav,80,excited,69
06702.wav,70,neutral,151
06703.wav,1000000,excited,98
06704.wav,8,excited,80
06705.wav,1000,question,88
06706.wav,11,question,104
06708.wav,7,excited,39
06710.wav,14,excited,54
06711.wav,1000000000,question,146
06712.wav,17,neutral,72
06714.wav,12,bored,98
06715.wav,30,question,153
06716.wav,13,bored,90
06717.wav,30,excited,51
06718.wav,60,excited,137
06719.wav,4,bored,153
06722.wav,10,excited,100
06723.wav,6,excited,1
06725.wav,1000,neutral,61
06727.wav,1000000,excited,49
06728.wav,1000000000,bored,18
06730.wav,1000000,bored,125
06731.wav,15,bored,44
06732.wav,20,excited,67
06733.wav,4,neutral,119
06734.wav,14,neutral,51
06735.wav,19,question,119
06736.wav,1000,question,70
06737.wav,2,neutral,93
06738.wav,90,question,57
06739.wav,0,excited,58
06740.wav,20,question,51
06741.wav,1000000,neutral,4
06742.wav,60,neutral,3
06743.wav,1,question,55
06744.wav,18,question,144
06745.wav,1000000000,bored,53
06746.wav,18,bored,86
06747.wav,1000,neutral,55
06749.wav,4,question,16
06750.wav,12,bored,117
06752.wav,11,neutral,23
06753.wav,15,excited,139
06755.wav,60,neutral,121
06756.wav,13,excited,48
06757.wav,17,bored,131
06758.wav,60,excited,140
06759.wav,50,excited,32
06760.wav,15,bored,7
06762.wav,12,bored,51
06765.wav,18,question,85
06768.wav,9,neutral,118
06770.wav,5,bored,26
06772.wav,15,question,49
06775.wav,10,excited,117
06776.wav,7,excited,8
06778.wav,6,question,57
06780.wav,14,question,1
06782.wav,4,excited,57
06783.wav,2,neutral,126
06784.wav,30,neutral,83
06786.wav,50,question,24
06787.wav,14,bored,16
06788.wav,90,excited,58
06789.wav,9,bored,153
06791.wav,15,question,88
06792.wav,90,neutral,121
06798.wav,15,neutral,120
06799.wav,9,bored,11
06800.wav,90,excited,153
06801.wav,90,neutral,98
06802.wav,16,neutral,21
06803.wav,11,bored,68
06804.wav,1000000000,bored,70
06805.wav,15,neutral,68
06806.wav,2,question,91
06808.wav,80,question,95
06809.wav,1,question,152
06810.wav,20,neutral,144
06811.wav,1,question,25
06812.wav,16,excited,55
06813.wav,17,excited,64
06814.wav,2,question,137
06815.wav,14,neutral,80
06817.wav,4,neutral,125
06819.wav,40,question,87
06821.wav,50,neutral,50
06822.wav,40,question,1
06823.wav,17,question,24
06824.wav,4,bored,113
06825.wav,17,question,98
06826.wav,9,bored,22
06828.wav,17,excited,21
06829.wav,40,excited,51
06830.wav,20,excited,92
06831.wav,18,question,28
06834.wav,16,excited,137
06835.wav,4,excited,112
06836.wav,9,neutral,12
06837.wav,0,neutral,103
06838.wav,1000000,bored,2
06841.wav,1000000,question,0
06842.wav,30,excited,54
06844.wav,13,bored,114
06845.wav,9,neutral,13
06846.wav,1000000000,question,57
06847.wav,50,bored,86
06850.wav,16,excited,128
06851.wav,30,question,109
06852.wav,4,bored,15
06853.wav,19,bored,129
06854.wav,12,bored,150
06856.wav,1000,excited,14
06857.wav,1,question,38
06858.wav,50,question,105
06859.wav,40,neutral,152
06860.wav,15,excited,0
06861.wav,30,bored,88
06862.wav,7,excited,126
06863.wav,20,bored,152
06864.wav,60,neutral,54
06866.wav,11,question,119
06869.wav,0,excited,30
06870.wav,1000000000,question,69
06872.wav,9,excited,19
06873.wav,60,neutral,47
06874.wav,9,bored,62
06875.wav,30,neutral,124
06876.wav,90,question,68
06877.wav,7,excited,122
06880.wav,7,neutral,118
06882.wav,100,excited,64
06883.wav,16,neutral,25
06884.wav,1,excited,69
06886.wav,9,question,18
06887.wav,100,excited,33
06888.wav,14,question,86
06889.wav,7,neutral,25
06891.wav,19,question,72
06892.wav,18,bored,0
06893.wav,90,neutral,115
06894.wav,60,neutral,6
06895.wav,9,bored,118
06897.wav,8,neutral,2
06899.wav,10,neutral,67
06900.wav,13,neutral,133
06901.wav,6,question,142
06904.wav,1000000000,question,125
06908.wav,19,neutral,139
06909.wav,13,bored,73
06910.wav,100,question,56
06911.wav,12,excited,46
06913.wav,80,bored,141
06914.wav,9,neutral,75
06916.wav,16,question,113
06918.wav,4,excited,99
06920.wav,6,question,9
06921.wav,7,excited,101
06924.wav,5,question,102
06925.wav,40,neutral,144
06927.wav,13,neutral,50
06929.wav,0,question,44
06930.wav,4,bored,121
06931.wav,14,neutral,114
06932.wav,1000,bored,115
06934.wav,14,neutral,64
06936.wav,1,question,51
06937.wav,17,question,119
06939.wav,19,question,9
06941.wav,3,neutral,146
06942.wav,9,bored,90
06946.wav,100,excited,14
06947.wav,70,question,77
06948.wav,15,question,3
06949.wav,16,neutral,45
06950.wav,80,excited,44
06951.wav,1000,neutral,96
06952.wav,70,bored,71
06953.wav,70,excited,66
06954.wav,1000000,neutral,33
06955.wav,2,excited,5
06956.wav,20,neutral,72
06957.wav,80,bored,117
06960.wav,11,bored,32
06961.wav,6,excited,145
06964.wav,100,neutral,5
06966.wav,14,question,3
06967.wav,100,neutral,132
06968.wav,13,question,138
06969.wav,1000000,excited,14
06970.wav,0,bored,150
06972.wav,13,excited,134
06973.wav,1000000000,bored,113
06975.wav,18,neutral,151
06976.wav,50,excited,64
06978.wav,8,question,86
06982.wav,17,question,93
06983.wav,1,excited,44
06984.wav,0,neutral,122
06986.wav,6,question,85
06988.wav,80,excited,77
06989.wav,60,excited,127
06990.wav,0,neutral,71
06991.wav,20,bored,91
06992.wav,1000,bored,104
06993.wav,70,neutral,130
06994.wav,19,excited,101
06995.wav,100,neutral,73
06996.wav,7,bored,37
06999.wav,16,neutral,8
07000.wav,5,bored,142
07001.wav,0,excited,16
07002.wav,6,question,39
07003.wav,1000,excited,29
07004.wav,9,excited,9
07006.wav,13,bored,133
07007.wav,80,question,46
07009.wav,100,question,81
07010.wav,1000,bored,89
07011.wav,1,neutral,141
07012.wav,14,bored,140
07013.wav,3,bored,153
07014.wav,15,question,134
07015.wav,90,neutral,35
07017.wav,1000000,excited,6
07018.wav,12,neutral,137
07019.wav,90,bored,13
07020.wav,20,bored,0
07024.wav,11,neutral,68
07025.wav,3,question,20
07026.wav,1,question,121
07027.wav,60,excited,26
07029.wav,18,excited,2
07030.wav,1000000,excited,55
07031.wav,40,neutral,78
07032.wav,12,question,102
07034.wav,6,neutral,49
07036.wav,1000000000,neutral,77
07038.wav,80,question,82
07039.wav,2,neutral,53
07042.wav,17,excited,112
07043.wav,1,neutral,140
07044.wav,30,neutral,52
07045.wav,3,question,53
07046.wav,13,excited,51
07047.wav,16,bored,139
07049.wav,18,bored,27
07050.wav,19,question,66
07052.wav,90,neutral,124
07055.wav,13,question,65
07059.wav,13,question,83
07060.wav,4,bored,90
07061.wav,8,question,34
07062.wav,100,excited,104
07063.wav,9,bored,131
07064.wav,17,excited,24
07067.wav,14,question,9
07069.wav,70,neutral,44
07070.wav,14,question,143
07071.wav,13,question,93
07072.wav,9,neutral,127
07073.wav,20,question,37
07074.wav,100,neutral,63
07075.wav,20,question,139
07079.wav,50,excited,136
07080.wav,1000,excited,107
07081.wav,19,bored,4
07083.wav,5,neutral,115
07084.wav,1,excited,148
07086.wav,15,bored,29
07087.wav,2,bored,47
07088.wav,8,neutral,95
07089.wav,14,excited,11
07091.wav,2,neutral,131
07093.wav,12,bored,18
07094.wav,9,neutral,50
07095.wav,10,excited,137
07096.wav,40,neutral,5
07097.wav,20,question,43
07098.wav,70,question,24
07100.wav,5,question,4
07101.wav,6,excited,3
07102.wav,10,neutral,111
07104.wav,9,excited,125
07105.wav,1000,question,54
07107.wav,6,question,62
07108.wav,9,question,13
07109.wav,2,neutral,141
07110.wav,100,bored,12
07113.wav,17,question,78
07116.wav,14,bored,44
07117.wav,3,neutral,90
07119.wav,3,neutral,63
07120.wav,16,question,78
07121.wav,80,question,138
07122.wav,13,neutral,28
07123.wav,100,neutral,28
07124.wav,7,question,7
07126.wav,20,question,131
07127.wav,13,bored,98
07130.wav,1000000000,neutral,82
07132.wav,60,neutral,54
07133.wav,19,bored,23
07134.wav,18,excited,3
07135.wav,60,excited,21
07136.wav,1,bored,7
07137.wav,90,bored,36
07138.wav,19,bored,41
07139.wav,8,excited,147
07140.wav,14,bored,121
07141.wav,11,neutral,99
07144.wav,1000000000,question,107
07145.wav,50,bored,115
07146.wav,100,neutral,36
07147.wav,70,question,10
07148.wav,19,neutral,82
07150.wav,1,neutral,98
07151.wav,30,bored,48
07153.wav,19,excited,88
07156.wav,40,bored,109
07157.wav,10,question,25
07158.wav,10,excited,42
07159.wav,90,bored,56
07160.wav,19,question,51
07161.wav,17,neutral,42
07162.wav,16,question,146
07163.wav,1000000000,bored,43
07164.wav,18,bored,24
07165.wav,4,neutral,101
07166.wav,4,bored,91
07167.wav,3,bored,132
07169.wav,100,bored,94
07170.wav,12,question,35
07172.wav,90,excited,130
07173.wav,17,bored,5
07174.wav,10,excited,49
07175.wav,14,excited,21
07177.wav,3,neutral,82
07178.wav,2,excited,153
07179.wav,1,excited,106
07180.wav,18,neutral,30
07181.wav,16,excited,97
07182.wav,1000000000,excited,94
07183.wav,4,question,143
07184.wav,8,question,19
07185.wav,12,bored,114
07188.wav,60,neutral,36
07189.wav,13,neutral,45
07190.wav,10,question,63
07191.wav,13,question,42
07192.wav,40,question,124
07193.wav,50,bored,83
07194.wav,16,excited,25
07195.wav,7,bored,32
07198.wav,30,bored,76
07199.wav,3,neutral,66
07200.wav,1,question,28
07202.wav,40,excited,42
07203.wav,1000000,question,91
07204.wav,17,question,44
07205.wav,70,bored,109
07206.wav,2,question,60
07207.wav,12,question,104
07208.wav,6,excited,108
07209.wav,18,question,107
07211.wav,100,excited,131
07212.wav,1000,neutral,146
07213.wav,1,bored,142
07216.wav,9,excited,147
07218.wav,14,bored,4
07219.wav,20,excited,36
07220.wav,12,bored,92
07221.wav,70,bored,41
07222.wav,60,neutral,142
07223.wav,60,bored,73
07224.wav,90,bored,79
07226.wav,1,excited,132
07227.wav,50,question,118
07228.wav,14,bored,111
07229.wav,5,bored,140
07230.wav,12,neutral,117
07231.wav,11,neutral,91
07233.wav,13,excited,53
07234.wav,5,question,81
07235.wav,2,bored,22
07237.wav,3,neutral,69
07238.wav,7,neutral,93
07239.wav,8,neutral,124
07240.wav,1000000000,question,92
07241.wav,20,question,5
07242.wav,19,bored,39
07244.wav,19,bored,71
07245.wav,16,neutral,44
07246.wav,60,excited,95
07248.wav,90,excited,152
07249.wav,5,neutral,34
07251.wav,1000000,question,140
07253.wav,1000,neutral,10
07256.wav,1,question,60
07258.wav,6,excited,3
07259.wav,4,question,42
07260.wav,40,question,58
07261.wav,15,question,58
07262.wav,6,question,127
07265.wav,1000000,question,24
07266.wav,6,excited,137
07267.wav,0,neutral,111
07269.wav,19,excited,135
07270.wav,18,question,4
07271.wav,5,neutral,54
07273.wav,40,neutral,36
07275.wav,1000000,question,83
07277.wav,10,neutral,150
07279.wav,4,neutral,0
07280.wav,19,question,66
07282.wav,3,neutral,86
07283.wav,40,question,129
07285.wav,11,excited,57
07286.wav,3,excited,25
07288.wav,1,neutral,114
07289.wav,13,bored,63
07290.wav,2,excited,129
07292.wav,1000000000,excited,122
07293.wav,14,neutral,5
07294.wav,14,excited,32
07298.wav,1000000,question,33
07299.wav,1,question,138
07300.wav,1000,bored,144
07302.wav,11,neutral,131
07303.wav,8,bored,64
07304.wav,18,excited,151
07305.wav,1,excited,130
07306.wav,1000000000,neutral,93
07308.wav,14,neutral,139
07309.wav,5,question,34
07310.wav,20,bored,49
07311.wav,1000000000,bored,153
07312.wav,1000000000,question,124
07313.wav,13,neutral,140
07314.wav,1000000,neutral,29
07315.wav,50,excited,140
07316.wav,4,bored,18
07318.wav,8,excited,42
07319.wav,50,neutral,28
07322.wav,8,question,54
07323.wav,9,bored,153
07325.wav,8,bored,41
07328.wav,14,bored,119
07329.wav,6,question,112
07330.wav,40,question,29
07331.wav,5,neutral,112
07332.wav,18,bored,5
07333.wav,80,neutral,70
07334.wav,2,question,55
07335.wav,12,question,150
07336.wav,10,bored,112
07338.wav,19,neutral,102
07339.wav,0,bored,129
07340.wav,19,question,14
07341.wav,80,question,34
07342.wav,18,question,70
07345.wav,11,excited,122
07348.wav,0,neutral,107
07349.wav,50,bored,25
07350.wav,2,bored,69
07351.wav,5,bored,124
07353.wav,14,question,81
07354.wav,1,question,143
07355.wav,9,question,115
07356.wav,6,bored,38
07357.wav,17,excited,72
07360.wav,17,question,22
07362.wav,9,question,152
07363.wav,14,excited,95
07365.wav,3,excited,105
07367.wav,8,question,2
07368.wav,17,bored,100
07369.wav,17,question,25
07370.wav,1000,bored,145
07371.wav,15,neutral,95
07372.wav,20,excited,44
07374.wav,12,question,51
07376.wav,2,neutral,136
07377.wav,3,neutral,42
07378.wav,90,neutral,106
07379.wav,9,question,42
07381.wav,2,neutral,61
07382.wav,8,question,132
07383.wav,1000,bored,106
07384.wav,19,bored,14
07385.wav,19,excited,98
07389.wav,3,question,94
07390.wav,16,excited,4
07392.wav,20,question,25
07394.wav,8,excited,129
07397.wav,15,bored,12
07398.wav,5,bored,143
07399.wav,60,question,73
07400.wav,10,excited,98
07401.wav,9,question,38
07402.wav,70,neutral,102
07403.wav,13,bored,94
07405.wav,2,bored,139
07406.wav,1000000000,bored,126
07407.wav,17,excited,107
07409.wav,5,excited,145
07410.wav,0,excited,9
07414.wav,7,question,52
07416.wav,5,neutral,153
07417.wav,1,question,18
07418.wav,0,neutral,134
07419.wav,40,excited,69
07420.wav,7,excited,93
07421.wav,14,question,119
07422.wav,19,neutral,118
07424.wav,7,neutral,104
07425.wav,19,bored,72
07426.wav,1000,excited,152
07428.wav,1000000000,excited,119
07429.wav,9,excited,110
07430.wav,20,bored,11
07431.wav,4,bored,17
07432.wav,70,excited,23
07433.wav,100,question,51
07434.wav,30,question,121
07435.wav,1,neutral,45
07437.wav,30,bored,62
07439.wav,20,bored,97
07441.wav,0,excited,77
07442.wav,50,excited,113
07443.wav,60,bored,34
07444.wav,11,neutral,108
07445.wav,4,question,143
07446.wav,1000000000,neutral,152
07447.wav,13,neutral,47
07448.wav,8,neutral,67
07451.wav,11,bored,142
07452.wav,17,bored,140
07453.wav,19,question,30
07454.wav,12,bored,125
07456.wav,90,excited,15
07458.wav,16,question,16
07459.wav,11,bored,12
07460.wav,50,question,54
07461.wav,3,neutral,152
07462.wav,0,neutral,49
07463.wav,7,question,79
07464.wav,70,excited,33
07465.wav,1,bored,136
07468.wav,15,neutral,100
07470.wav,4,neutral,31
07471.wav,80,excited,70
07473.wav,40,neutral,65
07474.wav,6,bored,22
07476.wav,20,question,30
07477.wav,60,neutral,104
07478.wav,18,neutral,56
07479.wav,9,question,66
07480.wav,3,neutral,106
07481.wav,80,excited,25
07482.wav,30,neutral,8
07483.wav,9,excited,131
07484.wav,3,excited,53
07485.wav,50,neutral,65
07487.wav,1000000,excited,51
07489.wav,9,excited,107
07490.wav,60,neutral,77
07492.wav,70,question,121
07493.wav,14,question,24
07495.wav,7,question,87
07499.wav,11,question,57
07500.wav,5,bored,51
07503.wav,70,question,55
07506.wav,9,question,53
07507.wav,3,neutral,36
07508.wav,11,neutral,104
07509.wav,60,bored,147
07510.wav,16,bored,107
07511.wav,16,excited,152
07512.wav,100,bored,69
07515.wav,18,excited,19
07516.wav,5,excited,112
07517.wav,40,question,10
07518.wav,80,neutral,114
07519.wav,3,question,138
07520.wav,1,question,111
07521.wav,17,excited,23
07522.wav,90,bored,152
07524.wav,80,neutral,103
07526.wav,40,bored,49
07527.wav,40,excited,12
07528.wav,1000,bored,126
07529.wav,1000,excited,70
07530.wav,9,excited,75
07531.wav,0,excited,85
07532.wav,12,excited,111
07533.wav,1000000000,excited,113
07535.wav,14,bored,56
07536.wav,15,excited,49
07537.wav,20,excited,30
07539.wav,6,question,84
07540.wav,15,neutral,88
07541.wav,11,question,43
07543.wav,8,excited,33
07544.wav,14,neutral,151
07547.wav,40,question,118
07549.wav,30,neutral,48
07550.wav,10,neutral,20
07551.wav,40,question,89
07555.wav,13,excited,91
07556.wav,90,neutral,61
07558.wav,1,excited,45
07559.wav,19,neutral,2
07560.wav,17,question,77
07562.wav,15,neutral,103
07563.wav,17,bored,47
07564.wav,80,question,97
07565.wav,17,neutral,137
07567.wav,1,bored,66
07568.wav,7,excited,58
07569.wav,13,question,71
07570.wav,30,question,83
07573.wav,15,question,125
07574.wav,17,neutral,101
07577.wav,19,question,99
07578.wav,18,excited,107
07579.wav,1000,question,87
07582.wav,70,question,5
07583.wav,12,excited,18
07586.wav,3,neutral,97
07588.wav,12,bored,12
07591.wav,20,question,84
07592.wav,17,neutral,80
07593.wav,5,question,61
07594.wav,90,question,27
07596.wav,17,neutral,49
07598.wav,9,excited,20
07599.wav,13,question,146
07601.wav,3,excited,27
07603.wav,10,excited,4
07604.wav,1000000,neutral,15
07607.wav,100,neutral,140
07610.wav,6,neutral,77
07611.wav,80,question,69
07612.wav,19,bored,89
07613.wav,1,excited,76
07614.wav,50,question,25
07615.wav,19,bored,63
07617.wav,19,neutral,48
07618.wav,60,neutral,11
07619.wav,6,excited,124
07620.wav,100,question,22
07621.wav,16,neutral,19
07622.wav,40,neutral,78
07623.wav,18,neutral,70
07624.wav,70,question,45
07625.wav,30,question,130
07627.wav,6,question,139
07629.wav,1000000,neutral,153
07630.wav,10,question,131
07631.wav,20,neutral,111
07632.wav,3,neutral,8
07633.wav,15,neutral,102
07634.wav,16,neutral,130
07636.wav,12,excited,92
07637.wav,30,bored,30
07638.wav,1,excited,97
07639.wav,50,question,10
07640.wav,2,neutral,137
07641.wav,40,question,48
07642.wav,12,excited,102
07643.wav,2,excited,60
07644.wav,80,question,66
07646.wav,30,excited,127
07647.wav,9,neutral,35
07648.wav,18,excited,137
07650.wav,18,question,83
07651.wav,9,bored,125
07652.wav,40,bored,93
07653.wav,30,excited,39
07654.wav,100,question,52
07655.wav,3,excited,134
07657.wav,6,question,70
07658.wav,8,neutral,24
07659.wav,14,excited,106
07660.wav,9,neutral,20
07661.wav,30,question,65
07663.wav,13,question,81
07664.wav,9,question,143
07665.wav,0,excited,92
07666.wav,100,neutral,90
07669.wav,1000000000,question,91
07670.wav,1000,bored,148
07672.wav,40,question,52
07673.wav,13,question,98
07674.wav,1000000,neutral,137
07676.wav,19,neutral,71
07677.wav,90,bored,97
07678.wav,30,question,112
07681.wav,1000000,question,143
07683.wav,17,question,10
07684.wav,40,bored,32
07687.wav,3,excited,71
07688.wav,60,question,8
07690.wav,4,neutral,145
07691.wav,3,question,67
07692.wav,100,excited,109
07693.wav,8,bored,59
07694.wav,13,question,34
07696.wav,50,excited,51
07697.wav,70,neutral,10
07699.wav,80,question,24
07700.wav,1000,excited,55
07702.wav,30,excited,9
07703.wav,30,bored,90
07704.wav,14,neutral,133
07705.wav,9,excited,82
07706.wav,1,bored,50
07707.wav,80,question,94
07708.wav,12,excited,50
07709.wav,4,question,112
07712.wav,13,question,29
07716.wav,10,question,70
07717.wav,15,question,65
